Protein_group_ID,r_sq_DMSO,k_computed_DMSO,r_sq_CHX,k_computed_CHX,FC_k,Gene names
2177,0.9958088567899126,0.0170287763123582,0.9440106450105556,0.0124858753349497,1.3638432112718832,Hist1h4a
2179,0.9725924808505988,0.0355138883181633,0.9895695126780208,0.0168484564997375,2.1078422417339304,Rab1A;Rab1
2180,0.9954623816527608,0.0289948422124856,0.9822914385621644,0.01525433894498,1.9007603224935168,Ran;Rasl2-9
2181,0.9797450322806482,0.0350155004162384,0.9972734881329856,0.0206281375039574,1.697463011845876,Rpl23
2186,0.9943129076642054,0.0524784370953033,0.9870579425115884,0.0328713307204134,1.5964804571393183,Gnb2
2194,0.9979290790630369,0.0467522179210249,0.9280316837904168,0.0294961523459807,1.5850276799711336,Ybx1
2196,0.9904674429435488,0.109766869542353,0.9980771909241932,0.056597547661209,1.9394280154930696,Rps27a
2197,0.9888574208612813,0.045256705428141,0.994366661383363,0.0274804040274976,1.6468719085372971,Rac1;Rac3
2200,0.9913235022770128,0.0461300561813633,0.9970322288858816,0.0252744590317631,1.8251649273042958,Tpt1
2201,0.9840092229770538,0.0560640088634658,0.9730478048034542,0.0273945942687229,2.0465354702287195,Dnaja1
2203,0.9999233628642128,0.0332488437965461,0.999157013624221,0.014943554539803,2.2249621874090217,Eif4e
2204,0.9675573430417864,0.0429472796589326,0.970729991551093,0.0246049758150422,1.7454713218078788,Mapk1
2205,0.9997466698298632,0.0630867561338215,0.9991332151917388,0.030987736231015,2.035862047601891,Ppp1cc
2206,0.9542659601470266,0.0510820077341131,0.9637546987091232,0.0261489849575113,1.9534986852114804,Gnas
2208,0.9976917264641728,0.066191464670256,0.9998796200676138,0.0366806945561904,1.8045313882717966,Crnkl1
2210,0.9547780306808644,0.0420696446673559,0.9952357689236148,0.0171843334622625,2.4481394497926012,Eif5a
2211,0.96906280668435,0.0349555363159586,0.967695105090598,0.0150825950887703,2.3176075542851797,Actg1
2212,0.9649947151914712,0.0331833110255453,0.9909863159636804,0.0197792868003518,1.6776798557243782,Rps17
2215,0.9813871975635164,0.0326813397474584,0.9941888799078212,0.0197817540450784,1.6520951414613987,Rps10
2216,0.953361266446761,0.0413256835437927,0.999281382938129,0.0228321757802268,1.8099757089108306,Ppp3ca
2217,0.9928769611534544,0.0541288266161259,0.9899338539103718,0.0358809671688887,1.5085665434085445,Ppp2ca
2218,0.9903092943773684,0.0304293756680845,0.9984992621311756,0.0151098461991504,2.0138772603651973,Phb
2221,0.9497818780640456,0.0267124091953991,0.9948175842137952,0.013894231279748,1.9225539475749667,Actc1;Acta1
2225,0.9713810607059234,0.0316932644995089,0.9858067007690025,0.0165020473219642,1.9205656050522415,Ywhaq
2226,0.9921300748995509,0.028560553834696,0.9967685546888772,0.0139137363380613,2.052687584467735,Tuba1a
2227,0.9994555750225346,0.0261122905071795,0.9940045034548812,0.0149677583764221,1.7445692167447584,Tubb4b
2231,0.9591273569389912,0.0288758594774196,0.9755695481910772,0.0175672613293663,1.6437314238133005,Kpnb1
2244,0.9411333219140166,0.065748110400897,0.9525020181243196,0.0472364507844827,1.391893533679618,Mpp1
2266,0.9841633069905392,0.0502347444556056,0.9903947267294698,0.020303181219353,2.474230216086621,Naca
2270,0.9709395310424644,0.0300319524487833,0.9917734229812576,0.0133082118759681,2.2566482055350234,Ctps1
2278,0.9922514190442516,0.0310961073638056,0.95773383681463,0.0157099847312211,1.9793849514065425,Cct3
2289,0.9826703909707832,0.0339876043158208,0.9874186543101828,0.0184634336951893,1.8408062593837227,Ap2m1
2291,0.9466820974879768,0.0264387126298547,0.9957629397400132,0.0147476067259979,1.7927459770979022,Srsf3
2313,0.957465657813788,0.0372523333494734,0.9979930375483724,0.013737252210563,2.7117747260131777,Anxa4
2314,0.9743942823566064,0.0428792871974509,0.96078769163199,0.0250175020715357,1.7139715657798584,Bop1
2316,0.979292054908148,0.0339769266194617,0.99423200690832,0.0181391153045147,1.8731303070224754,Rps5
2320,0.9971183834658964,0.3303146182454761,0.9481117872048044,0.1513028246845301,2.1831358332813,Aurka
2323,0.9436829400642628,0.0638123082680693,0.9916489407052564,0.0336182927544668,1.8981424409063923,Smarcc1
2340,0.9963305899034812,0.0266379682341499,0.9949704482270582,0.0144925669190104,1.8380434869138302,Tubb5
2347,0.9239726834454236,0.0379207948923995,0.9780143296593024,0.025809231584917,1.4692725262909625,Xdh
2351,0.9973560155888078,0.0676149319226407,0.9936979002198072,0.0413987833742683,1.6332589127405912,Yy1
2356,0.9872154697472,0.092155488271962,0.9699278276458742,0.0645078369319978,1.42859368186705,Top2a
2357,0.9925263316376516,0.041964929538646,0.9886291501740826,0.0221688424079137,1.89296891404964,Rsu1
2359,0.993301291661133,0.038219158701115,0.9944637781608748,0.0207312003241794,1.8435574449849337,Aqp1
2360,0.9443998416988206,0.0334463739136876,0.9751205598155448,0.016089782921901,2.0787336955404943,Uba1
2366,0.9069668234996988,0.0714983080772862,0.9759345975670558,0.0339603353957663,2.1053475251071756,Epha2
2377,0.9994420609296314,0.0737501737611517,0.9817901058227116,0.0366790651781584,2.0106884786438983,Cdk18
2385,0.9958533785481472,0.0463988369590027,0.988509337439098,0.0258335410760431,1.7960695679474992,Cab39
2391,0.971240857302602,0.0444866623415274,0.9852161166996868,0.017233279331682,2.581439172737266,Cnn2
2393,0.92239138099507,0.0652287086086315,0.970641264670368,0.0394552477228682,1.6532327731609968,Eps8
2395,0.9848508948889696,0.0372005178538845,0.9828728930440768,0.0232469272831748,1.6002337599605585,Ssrp1
2396,0.9765936179265754,0.0558695549287505,0.9959879321734424,0.0217626150665816,2.567226170100444,Slc7a1
2405,0.989125233573437,0.03115885764081,0.9999999525996808,0.0128456858566702,2.4256281827591613,Npepps
2432,0.9225259438207528,0.0554043835154614,0.999105740590088,0.0193518816973398,2.862997220734227,Cul4a
2441,0.9969577180053252,0.0334690306050798,0.9948161254951874,0.0164710692201783,2.0319889472674744,Srsf10
2443,0.9566583760632852,0.0463325838480851,0.9993284834125506,0.0277938916854688,1.667005987229514,Atxn2l
2445,0.9999846622298292,0.066672494509228,0.9398155783369364,0.058247434008659,1.1446426034718808,Aarsd1;Gm27029
2448,0.9751511173996898,0.0471127863889963,0.9820592516921706,0.0250698182435036,1.8792631813836442,Mat2a
2453,0.9963050865351952,0.0271428686882204,0.995483675593617,0.0150833115853077,1.799529800515401,Usp39
2464,0.9308613604964197,0.0707373683732288,0.9383184233821176,0.0347808617398074,2.0338014883704982,Qsox2
2482,0.950552612007522,0.033855532077169,0.9512019196660824,0.0190789959054413,1.7744923393748124,Psmd1
2516,0.9941259565099746,0.0293262273739605,0.9142388435197548,0.0247785023401887,1.1835351052026968,Lbr
2522,0.9993302836760288,0.0666253633376557,0.9854277820706704,0.0329889888697392,2.019624293449356,Mob1a;Mob1b
2528,0.9876470758607538,0.054178311709216,0.9964436715366188,0.0305140294960726,1.7755213783282597,Puf60
2529,0.9899163798829952,0.0561438407589371,0.9988396976182912,0.0543161921468699,1.0336483199544857,Bag6
2558,0.9783447202941272,0.1940391914188899,0.9903636887984332,0.0933890618476252,2.0777507299033235,Tax1bp1
2559,0.9655929864581468,0.0525659966931545,0.9426320811799824,0.0269238490301157,1.9523953144424762,Smu1
2578,0.9779387337787104,0.0357540651277501,0.9398739063115524,0.0183019901456202,1.9535615986716235,Sec31a
2603,0.9757833395520772,0.0433142322679097,0.9894554443312696,0.0229277909142006,1.8891585512969118,Lrrfip1
2610,0.9475715204098506,0.0625276781940222,0.9895115677592308,0.029999421094257,2.0842961601679812,Esf1
2637,0.9459674330617672,0.035109909697129,0.9809008767326998,0.015010101583225,2.339085415408991,Thrap3
2651,0.9710456549903396,0.0565063543640753,0.9907691475730308,0.0346975515098519,1.6285401103311596,Nufip2
2664,0.9993184983221696,0.0438417765094551,0.9958146203487548,0.0309880438875616,1.414796515344194,Heatr5a
2671,0.9973823480281888,0.0414886983368149,0.979920362995621,0.0250696606915477,1.654936572428478,Rbm27
2676,0.9946218475757196,0.0546971560970252,0.982099657915326,0.03153314714852,1.734592358935933,Flot2
2696,0.9999695728376728,0.0354641597900161,0.9993146489414668,0.0243319696613508,1.4575129051861269,Tsr1
2697,0.9839843620022068,0.0803729317696214,0.9924409227790602,0.0385334278145467,2.0857976133459877,Rpa1
2715,0.9839983346438778,0.0374077900086261,0.9850866662046418,0.016995403697324,2.201053336233262,Arcn1
2721,0.9817776336508244,0.0378940435378251,0.9250492014013576,0.0194162416090506,1.9516672845769154,Cttn
2727,0.917674266848878,0.034165093649689,0.965455660314966,0.0199669359048876,1.7110834537875141,P4ha1
2742,0.9845821686259436,0.0492518323229341,0.9839110190759728,0.0242907588073119,2.0275954618638146,Caprin1
2746,0.9874752091952644,0.0285320676700412,0.9829524011761368,0.0124390992387635,2.2937406577743014,Vdac3
2747,0.9820900251952616,0.0300359809443213,0.9936459049023176,0.0135087340336558,2.223448982672199,Vdac1
2753,0.9833087541292987,0.0590850809704013,0.9430054022034796,0.0392588190498578,1.5050142210178203,Rbbp7
2758,0.9998044210624278,0.0279621952404927,0.9923225335326676,0.0153573329692558,1.8207715686357042,Tmpo
2762,0.997156427334479,0.0308655133245872,0.9999490316383528,0.0200682363621201,1.5380281937902403,Ppm1g
2768,0.9991562107466492,0.0508159004731938,0.9919008702479436,0.0243956757108281,2.0829880293350103,Prpf4b
2772,0.9745319358074618,0.0419587478881068,0.9557413197438434,0.01831334665732,2.291156754319153,Mapre1
2774,0.9393629074231092,0.049500358013022,0.9998000166383156,0.0238471226576489,2.075737132888227,Tsg101
2787,0.971674977671518,0.2749539881957188,0.9006202292943783,0.2941043045895762,0.9348859704022975,Pcolce
2790,0.9981957878130984,0.0337696559280493,0.9775621340382576,0.0139009974756293,2.42929732109174,Hadh
2794,0.968643332959664,0.0764626964455416,0.9999844956449933,0.0470649224410323,1.6246217454483602,Rad21
2795,0.9901538440751312,0.0311141458472191,0.9343563100234368,0.0160695658317412,1.936215711924294,Fscn1
2804,0.9923665007054344,0.074916854939493,0.994141056840715,0.0386684179424784,1.9374171203729187,Ddx5
2812,0.9763906462203726,0.1034977361871638,0.976592025272754,0.0790506002646004,1.3092593331452673,Itga6
2813,0.9850103503966569,0.0345235515890545,0.9210630584449172,0.0153464382888197,2.249613293933215,Phgdh
2844,0.9945953642095196,0.035674503648843,0.9766127463463188,0.0218273908410136,1.634391572895223,Trim28
2849,0.9813637789976416,0.0436415719064904,0.9905232160808064,0.0222923958737299,1.957688718327449,Snrnp70
2852,0.9821371488774864,0.037269499599124,0.9961056711445728,0.022672648312814,1.6438088345444952,Dbnl
2859,0.9899307138458796,0.0383537779943718,0.9937895392221178,0.0230890084958466,1.661127111684814,Vat1
2861,0.9872821788437968,0.0636539622287214,0.992781832516362,0.0217964615608718,2.9203805420871904,Zyx
2865,0.9348698294210128,0.044153734271349,0.9861300903575196,0.0255794505841031,1.7261408381769265,Sdpr
2875,0.9832822544871704,0.0731768283873064,0.9999703745283935,0.0382455083823711,1.9133443764349738,Cdk6
2880,0.9572083257484614,0.1519220302427006,0.9884226296946124,0.0614083582840388,2.473963390130037,Sqstm1
2887,0.9480372267452948,0.0790588048175241,0.9997080400610044,0.065421975116485,1.2084441760854587,Mrc2
2888,0.9289827743694404,0.0385062476857604,0.993415189375112,0.0204959078474695,1.8787285721776175,Top2b
2892,0.9833063625770896,0.0416186642826184,0.9970475051216782,0.0110859869302878,3.754168622453711,Nqo1
2919,0.950384475015487,0.0406404722253704,0.9999880007761488,0.0215883736170907,1.882516624281362,Cdc5l
2925,0.9802691096671792,0.0326300463928127,0.9796569399239496,0.0191534102209149,1.7036154928265335,Nop58
2938,0.9845603075117266,0.0301583321826662,0.9779301439439368,0.0160520204463902,1.8787873017846952,Tpm4
2946,0.9675490231075008,0.1278462354235345,0.9889143892194712,0.0921117790156341,1.3879466534007034,Tacc3
2954,0.9855883943912964,0.0619711739392097,0.9944986063531795,0.0282434777710888,2.1941764552326477,Sec24d
2962,0.9950633342446572,0.0571256844448608,0.9934312913422528,0.0439872239964037,1.2986881020164234,Zranb3
2971,0.9246262000989012,0.0368382918210275,0.9311153784971044,0.0125675988287988,2.931211627841917,Tnpo3
2984,0.9640046329476558,0.0295881868760563,0.992905633118602,0.0152623742264654,1.9386359184372195,Xpo1
3007,0.9904119877758956,0.0436923825270113,0.9994807318453246,0.027204484643982,1.6060727890567352,Ptpn23
3015,0.9141946422848842,0.0458348352580787,0.9604674811772348,0.0295457700649529,1.55131631896262,Pigs
3054,0.9163500925431624,0.0380773899826516,0.9758442186945572,0.0184412025035969,2.0647997317541913,Cnot1
3056,0.9178910264824056,0.0430457481112522,0.96795866440684,0.0195540683293096,2.201370445593202,Larp1
3059,0.9306128198936974,0.096672337620212,0.9940704640997226,0.0486768752373922,1.986001302440857,Nup188
3061,0.9946170037224836,0.0526048458150552,0.9973533699072856,0.0291275605887592,1.8060161837018465,Wdr43
3063,0.957978196191086,0.0344995148054921,0.9937605813711756,0.0179523499260887,1.9217269576144311,Rps9
3065,0.9884494382329504,0.0374794654351149,0.9987177179933772,0.0173897164150188,2.1552660515352273,Myl12a;Myl12b
3066,0.9999855976987634,0.0299062570364484,0.9752337146219988,0.0227183244397207,1.3163936062186137,Rpl35;Itgam
3067,0.9917577385567105,0.0308924765900838,0.9899519903390224,0.0157865539802179,1.9568853740211511,Eif2s1
3075,0.9858101550297804,0.0310063192488133,0.9862831989281036,0.0158525916665475,1.9559148372088295,Ppp2r1a
3082,0.9724475167541776,0.0396664722576866,0.9834671901015886,0.0208047077565767,1.9066104038470524,Snd1
3087,0.904880177746229,0.107862766474281,0.9900098223539608,0.0643221239121391,1.676915498337964,Brd2
3088,0.9992600602172388,0.0316372505094258,0.9983508586446164,0.0135730674503086,2.330884350589924,Rtn1
3094,0.9424290497386734,0.1667578949476641,0.9445160359111482,0.1131194003038935,1.47417591058361,Spag5
3127,0.9837156090256132,0.0318146264502685,0.9663913269044612,0.015716832260229,2.024239103879381,Pgm2
3130,0.9607772397475416,0.0424614086914085,0.9550322015975278,0.0232544488635072,1.8259477547989729,Ikbkap
3135,0.9769326182663524,0.0300155925614529,0.9705415370626316,0.0189288597533674,1.585705264476546,Eef1d
3143,0.9506902682399124,0.1952147288534201,0.9760987835280496,0.1174154516981164,1.6625982869386837,Nisch
3158,0.9348195221401008,0.0440221468229767,0.9907857373906254,0.0214592462328007,2.051430248080585,Mogs
3181,0.9973726136249303,0.0346370995785932,0.999923189820296,0.0164789809527908,2.101895722667683,Mtdh
3185,0.9448095080892864,0.0465539199428789,0.9595306832882255,0.0247684147999972,1.8795680029908157,Ubap2l
3188,0.9127853394748796,0.046248864181198,0.9990036042570026,0.0296546180145993,1.5595838785860996,Sympk
3192,0.9979522437777484,0.0501086023308829,0.9962266741384862,0.0270686932833659,1.8511644358420267,Dhx38
3199,0.9994863657358726,0.0454622474137489,0.9885756389182234,0.0200822953508734,2.263797370740875,Ddx10
3218,0.9630847916202836,0.0400767460387156,0.9920836702484463,0.0210386358400867,1.9049118176357216,Ddx42
3220,0.9999892048122766,0.0332253689141164,0.990811194534407,0.0223625433831834,1.4857598415706965,Grwd1
3244,0.9927504914106594,0.0398013608715347,0.9906098455082608,0.0201854388271054,1.9717857616297474,Psmd11
3249,0.943372934399899,0.120810838581333,0.9608708009011574,0.0601723801853834,2.007745716708069,Poldip3
3271,0.958538912530558,0.0571603419613199,0.9989516558198296,0.0329489499968781,1.7348152814197668,Fto
3277,0.9980425692704984,0.043111626897817,0.9996886668096568,0.0222951793044629,1.9336748231124206,Tm9sf4
3286,0.9981381117558168,0.027206322406743,0.9719971869879602,0.0188577153643879,1.4427157203847258,Ano10
3309,0.9999932864620974,0.2496222509750271,0.9936881960859876,0.1411845249799507,1.768056740003732,Cdca8
3310,0.9543329975729268,0.0347518913376805,0.9672964884886346,0.0230241542684407,1.5093666821593121,Noc4l
3335,0.9746688387269118,0.0275487158236351,0.953916771127536,0.0153036763563937,1.8001371162116586,Psmd5
3337,0.992152012580354,0.0282140623512632,0.9261597171142864,0.0162816201789585,1.7328780576594922,Ahsa1
3338,0.906946228598887,0.0437081181081996,0.9871576963426792,0.0134390038747872,3.2523331725649713,Rcc2
3342,0.9952893466872936,0.057223526410754,0.9995256506335748,0.0520631629960567,1.0991173627904272,Polrmt
3362,0.9572875272972372,0.0575430177382418,0.9426210383948682,0.0342841451388638,1.6784148330130662,Tmem214
3367,0.9989887132011324,0.0278054827621822,0.9843524069332652,0.015139245053047,1.8366492295192705,Dlat
3370,0.997242635770792,0.0417901132625658,0.9928316311413388,0.0213354787950688,1.9587145741591987,Eif1ax;Gm5039
3377,0.9875000771780236,0.036098756983487,0.9832131341884922,0.0192946247875703,1.87092298403968,Hadha
3387,0.9994452238264582,0.0327453391758965,0.986380370913179,0.0191598532730392,1.709060017801604,Rpl24
3394,0.9995038453416134,0.0337919413461695,0.9983328447543324,0.0169422715080264,1.9945342824992842,Taf15
3396,0.9912265914078504,0.0480697430625477,0.9951654078367844,0.0248727900750814,1.9326236790261007,Heatr3
3401,0.9933870754722692,0.0357734864731975,0.9934817921813812,0.0205904952431666,1.7373786327489966,Scfd1
3424,0.9036207216801208,0.0329316668052126,0.9885123227243926,0.0139998070343653,2.352294336941595,Iars
3427,0.9983902349466616,0.0689999462751053,0.942300748664856,0.0763017245011833,0.9043038899341684,LRWD1;Lrwd1
3439,0.99624377627186,0.0397181131734365,0.9633159008329149,0.0239860825295345,1.6558816190401608,Dpp9
3446,0.9927876018171946,0.0705935794201704,0.9895589336100056,0.0413449428593195,1.7074296041567272,Steap2
3450,0.9743034816097832,0.0610887399083577,0.9978318950185172,0.0341026238739463,1.7913208125615292,9030624J02Rik
3454,0.9953778707348117,0.0331263662840995,0.9870355897552516,0.0181450808677704,1.8256389445438685,Etf1
3456,0.9485781334940652,0.0330896974774466,0.9887758045906628,0.0132970338759297,2.4885021566610876,Naa25
3468,0.9936732460305192,0.0367782318878366,0.9422479743847534,0.0269826725551741,1.3630314718689396,Hat1
3475,0.9996566756438628,0.0358459740566412,0.9995178557285436,0.0259107062457509,1.383442570675571,Yars2
3508,0.9917218414885126,0.0371819550809935,0.9951059360211848,0.0187880655520526,1.9790198718425995,Lnpep
3523,0.9366714924815503,0.0370972969630432,0.991432571655304,0.0139065917379587,2.667605238009855,Rbm14
3528,0.9999560653078547,0.0411427735782954,0.9900315022947196,0.0241674416714156,1.7024050016414283,Kntc1
3542,0.989975550027826,0.0380742035485026,0.9586458210159632,0.0218210254522005,1.744840251981058,4931406P16Rik
3555,0.9838386067143216,0.0339184375611458,0.972993937764407,0.0269616381492586,1.258025842991239,Emc1
3572,0.9468934503369558,0.0482737195028246,0.9887230601386188,0.0249042949980522,1.938369245409282,Dctn4
3611,0.994120560620134,0.0578643408623301,0.9990789767281018,0.0313870055758064,1.8435763399785055,Ogt
3615,0.9740832991427856,0.0713458388191006,0.995843531652093,0.037097435403692,1.9232013761253195,Trim32
3630,0.9903765277529772,0.0532780579351513,0.9919443263230088,0.0244546414777098,2.178648089513551,Pdlim5
3663,0.9330185090033384,0.0633164220887286,0.9997151247725208,0.0353553321240312,1.790859208070969,Pvr
3696,0.9440769580565426,0.1523871749426399,0.981035961128082,0.0932839053017487,1.6335848552835326,Anln
3718,0.9773869558226806,0.0369683198123915,0.988316267216688,0.0184074025083097,2.0083398402193247,Matr3
3719,0.9978494069741524,0.0913425552881171,0.989331273519914,0.0984338101055073,0.927959155398035,Champ1
3734,0.9848340945996972,0.0765159072863428,0.995189997568793,0.0561123910255406,1.3636187281970422,Irf2bpl
3736,0.9333565841214184,0.0300264334484115,0.9609534253070576,0.0145411186891133,2.064932835662211,Pitrm1
3754,0.9948123869439384,0.0430561693129293,0.9999437014483116,0.0279525775603135,1.5403291242114134,Sf3b4
3756,0.9852311406134489,0.0342486802254555,0.9608691760841178,0.0195393881021631,1.7528020860419888,Aimp2
3758,0.9886482888342796,0.0331869294183315,0.9382641038494342,0.0178613314656848,1.8580322235265745,Gspt1
3761,0.9957076001530212,0.168433482391236,0.9014063433294136,0.0740107797671807,2.275796619372007,Gtse1
3769,0.9218090596515136,0.0824782644619395,0.9875574392406712,0.0589722530921937,1.3985944259751768,Vps37b
3778,0.9900739032718272,0.04362721394769,0.945014567076722,0.0287001576201989,1.520103635841553,Fam129b
3804,0.9991166752508728,0.0370490102470133,0.9721575857557,0.0152183248796708,2.434499890096625,Ptrh2
3849,0.9955889877341472,0.0391770256499428,0.9993885094022829,0.0203980811157639,1.920623093300001,Arl6ip5
3882,0.9982808609403478,0.1102485214644891,0.9801451235473684,0.0592387393040442,1.861088246639349,Micu1
3883,0.982568630148514,0.1141251531770878,0.9976966950393388,0.0528940275094246,2.157618894812899,Utp6
3894,0.9843699114807226,0.0609952075177001,0.9004972231552261,0.0277340423388945,2.1992901998335745,Hdlbp
3908,0.971585976585062,0.0247199188799619,0.9254696829474508,0.0134371674246014,1.839667401531628,Ddx39a;Ddx39
3931,0.9872247841800806,0.0301027595764793,0.9694527377616284,0.015671431605042,1.9208685163641517,Hnrnpu
3940,0.9053898081280723,0.0388858006028843,0.941206541724418,0.0157793987305138,2.464339818455055,Flnc
3941,0.901394950197721,0.0796549693009811,0.951834436424866,0.0471043235788808,1.6910330782606622,Cspg4
3952,0.9974091455131782,0.0279456136863683,0.9998058523662764,0.0168868938528371,1.6548699796365018,Acot7
3961,0.9600215631044052,0.039571072306664,0.991331487322067,0.0190836863604199,2.0735549494638263,Idh3b
3971,0.9975702140026136,0.0381333877770395,0.9984795828927489,0.0204363022007309,1.8659631963984007,Bzw2
3973,0.9103127028373048,0.0322418006190597,0.9704042077319875,0.0158173970808615,2.038375875261497,Ddx1
3996,0.9078675417742934,0.0479074645784161,0.9157774177029436,0.0272051517578652,1.7609703119765068,Eif3h
4002,0.9834923521432604,0.0316383590218089,0.988244722868349,0.0139134170071542,2.2739460051790754,Yars
4020,0.973689670774512,0.033175721490668,0.9719236024873006,0.0188167342183,1.76309667266296,Basp1
4038,0.9719539061154794,0.0317038125274489,0.9711076323210346,0.0194846141143084,1.6271203700240289,Rpn1
4043,0.944112249036423,0.0481338586349413,0.9926267392786808,0.0650317962543788,0.7401588362508178,Camk1;Camk1d
4051,0.9884902284364232,0.0348478217904677,0.916778847552176,0.019063587927488,1.8279781289344927,Fen1
4091,0.9982107614396248,0.0342024672154549,0.9996959114036202,0.018715039069001,1.8275391832927983,Tor1aip1
4096,0.9232419289430076,0.0290006883254988,0.971733276116967,0.0253744890793009,1.1429072812014156,Pdia5
4113,0.9941746165581816,0.0370957093246776,0.9731587713844972,0.0208854920266302,1.77614725462912,Lrrc59
4135,0.9587421481663826,0.0453864042741293,0.9992290393833928,0.024234714458267,1.8727847754214817,Mrps2
4142,0.9569794423088976,0.0262937799068753,0.9810258658359848,0.0182857765749504,1.437936190410148,Atad3;Atad3a
4146,0.9932321679611664,0.0365874006648946,0.997351658244268,0.0215736210433414,1.6959322958065555,Wdr77
4158,0.9247177648172896,0.028055506648696,0.9983371801413772,0.0205040159565379,1.3682932508521695,Stoml2
4161,0.964942340028319,0.0321660745715999,0.9598474750763496,0.0307948190740229,1.0445287726575323,Psip1
4163,0.9635842946589788,0.0247450127936167,0.9997310582032852,0.0138785721003577,1.7829653234268195,Psmd6
4165,0.9874664249604628,0.0857812513366363,0.9999887919328068,0.05331245912898,1.6090282222604635,Klhl22
4170,0.9713512465066304,0.0373586983351067,0.966467981199614,0.0163239837782326,2.2885772763951824,Eif3m
4172,0.9476573543028912,0.0304877481474438,0.9836361711696616,0.0173411577589931,1.7581149177674078,Hadhb
4179,0.9980025970040304,0.0394528663598137,0.975011477359176,0.0178831554623475,2.206146809095333,Nono
4182,0.988941257476,0.0328401636931542,0.9298573471653728,0.010531475989605,3.118286907321328,Psat1
4186,0.9444750994491276,0.0309068531885237,0.9302707609759924,0.0221688464760556,1.3941570312152216,Me2
4189,0.9953336533515988,0.0525554258112905,0.9931494467163428,0.0267818916683895,1.9623492792079862,Stk24
4190,0.9257398989435336,0.0306379393297997,0.9865762555426084,0.0169615666187613,1.8063154199395046,Aco2
4196,0.9767507068566152,0.0333112506016393,0.9925961691271856,0.019084708261958,1.745441960359405,Prpf19
4213,0.9946653413230532,0.0350126517054489,0.994353620112801,0.0158175485776472,2.2135321117285858,Capg
4221,0.9683700445833996,0.0383990892366933,0.9689925787738723,0.0199060032858786,1.929020541453129,Eif2b2
4225,0.9308982991727748,0.0355359183586523,0.9775542107712188,0.0195698144108028,1.815853620923252,Tnpo2
4227,0.969606875274564,0.0907964012013125,0.9852461442777868,0.0348705148762486,2.6038159035947235,Gnl2
4236,0.9961165300311716,0.0270462713663417,0.985386943477648,0.0156110339699557,1.7325099297326332,Grpel1
4239,0.9997256268603242,0.0359705834585495,0.9676639024100412,0.0148307811675679,2.425400459499081,Park7
4249,0.97877178596321,0.0438705186623696,0.9459005142165676,0.0258600883607638,1.6964566420017386,Gtpbp4
4252,0.9742111367830898,0.0289848681391439,0.9841974750882077,0.0158644590382912,1.8270316100400692,Kars
4277,0.998523068996273,0.0308033464287685,0.9407407119355689,0.0145800325084677,2.1127076644636236,Arhgdia
4280,0.9768306707322,0.0370513602534017,0.956936364632667,0.0159134284909854,2.3283078360134946,Igf2bp3
4285,0.992670562072651,0.0325885185510947,0.9599106881831472,0.0181721323201219,1.7933238640910412,Rpl17;Gm6133
4288,0.9990513281260436,0.0316786532389793,0.9796851664635352,0.0205286318010079,1.5431448888583001,Psmd8
4289,0.9927358767403902,0.0724446391201407,0.9855101892626744,0.0326842214299161,2.2165019067528284,Pno1
4299,0.995691178454693,0.0503769892759675,0.9886128147602274,0.0254196400153922,1.981813638803029,Ftl1
4308,0.9878353281214848,0.0349179139134196,0.9998736469570128,0.0158435698136366,2.2039170669330885,Pgls
4312,0.9780506421644916,0.1456359567679023,0.9999931105516408,0.0727317755734069,2.002370430526813,Txndc9
4339,0.9998787112580468,0.0356867254026144,0.975032520594771,0.0148533372175087,2.4026065577066333,Rwdd1
4356,0.9989140203571804,0.2145972914390826,0.9872858511380448,0.174198488347568,1.2319124779711592,Zwint
4358,0.9656163517881132,0.0340552181898653,0.9870802035920144,0.0165190443987028,2.061573137519963,Ywhab
4371,0.9854151899783282,0.0368348373921732,0.9900179022306056,0.0177579895268533,2.0742684489408134,Vta1
4373,0.964374894215521,0.1340194826135378,0.9907159141394536,0.0525378026305836,2.5509152629752663,Nsa2
4375,0.991187609059344,0.033948448865032,0.99099734382309,0.019295532036297,1.7593942888525314,Rpl14
4384,0.9801615579233688,0.0556016347516249,0.9795575718338592,0.0258276211694964,2.15279736320792,Golph3
4390,0.9809683442153454,0.0936340676366627,0.9990686315951748,0.0493622212455509,1.8968771111592166,Ociad1
4399,0.9297946786515762,0.0499478671727769,0.995637340754152,0.0271922037155633,1.83684513749761,Smc3
4413,0.936845763768545,0.0875521028619248,0.9986604800229324,0.0709043450049216,1.2347917868199425,Steap1
4417,0.956994197244542,0.0430159713743377,0.9929024581741815,0.0348695089681521,1.233627104230981,Nup37
4440,0.9914600609361072,0.028048835421188,0.9870438419471932,0.0127083325231324,2.2071216164773766,Cacybp
4441,0.9958348511520594,0.0329645401972529,0.9991383357166028,0.0181180175889474,1.8194341646606182,Rpl11
4457,0.9589418156686074,0.0640540108318916,0.9648629587788652,0.0272114275471561,2.35393790792082,Rrs1
4463,0.941444895954477,0.0337482067466862,0.97641514827479,0.021004637128995,1.6067026790050973,Uqcrc1
4466,0.9929679706442668,0.0304663431035388,0.9970181256583234,0.0144810781376139,2.103872571780684,Ola1
4472,0.9882888295332614,0.0374469966837976,0.9908841392713228,0.0132584556831419,2.8243860053332894,Gars
